error_id,language,compiler,error_message,category,clean_error
431,C++,GCC,expected ';' before 'temp' token,Syntactic,expected before temp token
432,C,Clang,expected ')' before 'value' token,Syntactic,expected before value token
433,C++,GCC,expected ';' before '%' token,Syntactic,expected before token
434,Python,Python,unexpected EOF while parsing 'var',Syntactic,unexpected eof while parsing var
435,C++,Clang,expected expression before '@' token,Syntactic,expected expression before token
436,C++,GCC,expected ';' before '^' token,Syntactic,expected before token
437,C,Clang,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
438,Python,Python,expected ')' before '!' token,Syntactic,expected before token
439,Python,Python,SyntaxError: invalid syntax near 'data',Syntactic,syntaxerror invalid syntax near data
440,C,GCC,expected ';' before 'var' token,Syntactic,expected before var token
441,Python,Python,expected ';' before 'var' token,Syntactic,expected before var token
442,Python,Python,expected ';' before 'obj' token,Syntactic,expected before obj token
443,C++,Clang,SyntaxError: invalid syntax near '?',Syntactic,syntaxerror invalid syntax near
444,C++,Clang,expected expression before '*' token,Syntactic,expected expression before token
445,Python,Python,expected ';' before 'obj' token,Syntactic,expected before obj token
446,C++,Clang,expected ')' before '*' token,Syntactic,expected before token
447,C,Clang,expected ')' before 'ptr' token,Syntactic,expected before ptr token
448,Python,Python,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
449,C++,Clang,SyntaxError: invalid syntax near '?',Syntactic,syntaxerror invalid syntax near
450,Python,Python,expected expression before '*' token,Syntactic,expected expression before token
451,C++,Clang,expected ')' before 'index' token,Syntactic,expected before index token
452,C,Clang,expected expression before '?' token,Syntactic,expected expression before token
453,C,GCC,SyntaxError: invalid syntax near 'temp',Syntactic,syntaxerror invalid syntax near temp
454,C++,GCC,expected expression before '^' token,Syntactic,expected expression before token
455,C,Clang,SyntaxError: invalid syntax near '^',Syntactic,syntaxerror invalid syntax near
456,C,GCC,expected ')' before '*' token,Syntactic,expected before token
457,C,GCC,expected expression before '#' token,Syntactic,expected expression before token
458,C,Clang,expected ')' before '*' token,Syntactic,expected before token
459,Python,Python,unexpected EOF while parsing 'var',Syntactic,unexpected eof while parsing var
460,C,Clang,expected expression before 'value' token,Syntactic,expected expression before value token
461,C++,Clang,expected ';' before '#' token,Syntactic,expected before token
462,C++,Clang,SyntaxError: invalid syntax near 'var',Syntactic,syntaxerror invalid syntax near var
463,C,GCC,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
464,C++,GCC,expected ')' before 'ptr' token,Syntactic,expected before ptr token
465,C,GCC,expected ')' before 'value' token,Syntactic,expected before value token
466,Python,Python,expected expression before '?' token,Syntactic,expected expression before token
467,Python,Python,expected expression before 'data' token,Syntactic,expected expression before data token
468,Python,Python,expected expression before '$' token,Syntactic,expected expression before token
469,C++,GCC,expected expression before 'var' token,Syntactic,expected expression before var token
470,C++,GCC,SyntaxError: invalid syntax near '^',Syntactic,syntaxerror invalid syntax near
471,C++,GCC,expected expression before 'obj' token,Syntactic,expected expression before obj token
472,C,Clang,expected ')' before 'index' token,Syntactic,expected before index token
473,C,Clang,expected ';' before 'value' token,Syntactic,expected before value token
474,C,Clang,expected ';' before '#' token,Syntactic,expected before token
475,Python,Python,expected ')' before '?' token,Syntactic,expected before token
476,C,Clang,unexpected EOF while parsing 'ptr',Syntactic,unexpected eof while parsing ptr
477,Python,Python,unexpected EOF while parsing 'obj',Syntactic,unexpected eof while parsing obj
478,C,Clang,expected ';' before 'temp' token,Syntactic,expected before temp token
479,C++,Clang,SyntaxError: invalid syntax near '?',Syntactic,syntaxerror invalid syntax near
480,C,Clang,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
481,C,GCC,expected expression before 'var' token,Syntactic,expected expression before var token
482,C++,Clang,expected expression before '!' token,Syntactic,expected expression before token
483,C,GCC,unexpected EOF while parsing 'value',Syntactic,unexpected eof while parsing value
484,C++,Clang,expected ')' before 'index' token,Syntactic,expected before index token
485,Python,Python,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
486,C++,GCC,expected ')' before '^' token,Syntactic,expected before token
487,C,Clang,expected expression before '&' token,Syntactic,expected expression before token
488,C++,Clang,expected ')' before 'ptr' token,Syntactic,expected before ptr token
489,Python,Python,unexpected EOF while parsing '%',Syntactic,unexpected eof while parsing
490,C++,Clang,expected ';' before 'temp' token,Syntactic,expected before temp token
491,C,GCC,expected expression before '#' token,Syntactic,expected expression before token
492,C,Clang,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
493,C++,GCC,expected ')' before 'var' token,Syntactic,expected before var token
494,C,Clang,SyntaxError: invalid syntax near 'num',Syntactic,syntaxerror invalid syntax near num
495,C++,GCC,expected expression before 'index' token,Syntactic,expected expression before index token
496,C,GCC,SyntaxError: invalid syntax near '!',Syntactic,syntaxerror invalid syntax near
497,Python,Python,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
498,C++,GCC,SyntaxError: invalid syntax near 'ptr',Syntactic,syntaxerror invalid syntax near ptr
499,Python,Python,expected ';' before 'data' token,Syntactic,expected before data token
500,Python,Python,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
501,C,GCC,expected expression before '*' token,Syntactic,expected expression before token
502,Python,Python,unexpected EOF while parsing 'data',Syntactic,unexpected eof while parsing data
503,Python,Python,expected ';' before '@' token,Syntactic,expected before token
504,C,Clang,expected ')' before '&' token,Syntactic,expected before token
505,C++,GCC,expected expression before 'obj' token,Syntactic,expected expression before obj token
506,Python,Python,SyntaxError: invalid syntax near '&',Syntactic,syntaxerror invalid syntax near
507,C,Clang,expected ')' before '$' token,Syntactic,expected before token
508,Python,Python,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
509,Python,Python,unexpected EOF while parsing 'value',Syntactic,unexpected eof while parsing value
510,Python,Python,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
511,C,GCC,expected expression before 'num' token,Syntactic,expected expression before num token
512,C++,GCC,SyntaxError: invalid syntax near '?',Syntactic,syntaxerror invalid syntax near
513,C,GCC,expected expression before 'value' token,Syntactic,expected expression before value token
514,Python,Python,expected ')' before '*' token,Syntactic,expected before token
515,C++,Clang,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
516,C++,Clang,expected ')' before '%' token,Syntactic,expected before token
517,C,GCC,expected ')' before '?' token,Syntactic,expected before token
518,C++,GCC,expected expression before '#' token,Syntactic,expected expression before token
519,C++,GCC,expected ';' before '*' token,Syntactic,expected before token
520,C,GCC,unexpected EOF while parsing '^',Syntactic,unexpected eof while parsing
521,C,GCC,expected ';' before 'temp' token,Syntactic,expected before temp token
522,C,GCC,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
523,Python,Python,expected ';' before '*' token,Syntactic,expected before token
524,C,GCC,expected ';' before '&' token,Syntactic,expected before token
525,C,Clang,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
526,C,Clang,unexpected EOF while parsing '$',Syntactic,unexpected eof while parsing
527,Python,Python,expected ';' before '*' token,Syntactic,expected before token
528,Python,Python,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
529,Python,Python,expected ';' before '@' token,Syntactic,expected before token
530,C,GCC,expected ')' before '?' token,Syntactic,expected before token
531,Python,Python,unexpected EOF while parsing '&',Syntactic,unexpected eof while parsing
532,Python,Python,expected ')' before 'data' token,Syntactic,expected before data token
533,Python,Python,expected expression before '!' token,Syntactic,expected expression before token
534,Python,Python,expected ';' before '#' token,Syntactic,expected before token
535,Python,Python,expected expression before 'data' token,Syntactic,expected expression before data token
536,C,GCC,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
537,C++,GCC,expected expression before '!' token,Syntactic,expected expression before token
538,C,Clang,expected ')' before 'obj' token,Syntactic,expected before obj token
539,Python,Python,expected expression before 'num' token,Syntactic,expected expression before num token
540,C,GCC,expected ';' before 'value' token,Syntactic,expected before value token
541,C++,Clang,expected ')' before '$' token,Syntactic,expected before token
542,Python,Python,expected expression before '@' token,Syntactic,expected expression before token
543,C,Clang,expected expression before '@' token,Syntactic,expected expression before token
544,C,Clang,unexpected EOF while parsing '$',Syntactic,unexpected eof while parsing
545,Python,Python,expected ')' before 'data' token,Syntactic,expected before data token
546,Python,Python,expected expression before 'var' token,Syntactic,expected expression before var token
547,Python,Python,expected expression before '&' token,Syntactic,expected expression before token
548,C++,Clang,expected ';' before '!' token,Syntactic,expected before token
549,C,Clang,expected expression before '%' token,Syntactic,expected expression before token
550,C,Clang,expected ';' before 'ptr' token,Syntactic,expected before ptr token
551,C,Clang,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
552,C,GCC,expected ')' before '!' token,Syntactic,expected before token
553,C,GCC,expected ')' before '#' token,Syntactic,expected before token
554,C,GCC,expected ')' before 'index' token,Syntactic,expected before index token
555,C++,Clang,SyntaxError: invalid syntax near '&',Syntactic,syntaxerror invalid syntax near
556,C++,Clang,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
557,Python,Python,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
558,C,Clang,expected ';' before '%' token,Syntactic,expected before token
559,C,Clang,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
560,C++,Clang,expected ';' before '%' token,Syntactic,expected before token
561,C,GCC,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
562,Python,Python,expected expression before '&' token,Syntactic,expected expression before token
563,Python,Python,expected ';' before '!' token,Syntactic,expected before token
564,C,Clang,expected ')' before 'num' token,Syntactic,expected before num token
565,C,Clang,expected ';' before 'value' token,Syntactic,expected before value token
566,Python,Python,SyntaxError: invalid syntax near '?',Syntactic,syntaxerror invalid syntax near
567,Python,Python,expected ')' before '@' token,Syntactic,expected before token
568,C,GCC,expected expression before '%' token,Syntactic,expected expression before token
569,C++,Clang,expected expression before 'data' token,Syntactic,expected expression before data token
570,C++,GCC,unexpected EOF while parsing 'data',Syntactic,unexpected eof while parsing data
571,Python,Python,SyntaxError: invalid syntax near 'var',Syntactic,syntaxerror invalid syntax near var
572,C,Clang,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
573,C,Clang,expected ')' before 'temp' token,Syntactic,expected before temp token
574,C++,Clang,expected expression before '^' token,Syntactic,expected expression before token
575,Python,Python,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
576,C++,Clang,SyntaxError: invalid syntax near 'data',Syntactic,syntaxerror invalid syntax near data
577,Python,Python,SyntaxError: invalid syntax near 'ptr',Syntactic,syntaxerror invalid syntax near ptr
578,Python,Python,expected expression before 'num' token,Syntactic,expected expression before num token
579,C,GCC,expected ')' before '!' token,Syntactic,expected before token
580,C++,Clang,unexpected EOF while parsing 'obj',Syntactic,unexpected eof while parsing obj
581,C,Clang,expected expression before '%' token,Syntactic,expected expression before token
582,C++,GCC,expected expression before '@' token,Syntactic,expected expression before token
583,Python,Python,expected ';' before 'data' token,Syntactic,expected before data token
584,Python,Python,expected ')' before 'obj' token,Syntactic,expected before obj token
585,Python,Python,SyntaxError: invalid syntax near '!',Syntactic,syntaxerror invalid syntax near
586,C,Clang,expected ';' before 'index' token,Syntactic,expected before index token
587,C++,GCC,expected expression before '#' token,Syntactic,expected expression before token
588,C,Clang,expected expression before 'temp' token,Syntactic,expected expression before temp token
589,C,GCC,unexpected EOF while parsing '$',Syntactic,unexpected eof while parsing
590,C++,GCC,expected ')' before '*' token,Syntactic,expected before token
591,Python,Python,SyntaxError: invalid syntax near 'obj',Syntactic,syntaxerror invalid syntax near obj
592,Python,Python,expected ')' before '%' token,Syntactic,expected before token
593,C,GCC,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
594,C,Clang,expected expression before 'obj' token,Syntactic,expected expression before obj token
595,C,GCC,expected expression before 'value' token,Syntactic,expected expression before value token
596,C,Clang,expected ';' before '%' token,Syntactic,expected before token
597,C++,Clang,expected expression before '$' token,Syntactic,expected expression before token
598,C,Clang,expected ')' before 'value' token,Syntactic,expected before value token
599,Python,Python,unexpected EOF while parsing 'temp',Syntactic,unexpected eof while parsing temp
600,C,Clang,expected expression before 'data' token,Syntactic,expected expression before data token
601,C++,GCC,unexpected EOF while parsing '^',Syntactic,unexpected eof while parsing
602,Python,Python,expected expression before '$' token,Syntactic,expected expression before token
603,C,GCC,expected ')' before 'obj' token,Syntactic,expected before obj token
604,C++,Clang,expected ';' before '?' token,Syntactic,expected before token
605,C++,GCC,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
606,C,GCC,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
607,Python,Python,unexpected EOF while parsing '%',Syntactic,unexpected eof while parsing
608,Python,Python,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
609,C,Clang,expected ';' before '?' token,Syntactic,expected before token
610,Python,Python,expected ')' before 'obj' token,Syntactic,expected before obj token
611,C++,Clang,expected ';' before '%' token,Syntactic,expected before token
612,C++,Clang,expected expression before 'temp' token,Syntactic,expected expression before temp token
613,C++,GCC,expected ')' before 'index' token,Syntactic,expected before index token
614,Python,Python,SyntaxError: invalid syntax near 'var',Syntactic,syntaxerror invalid syntax near var
615,C,Clang,expected ')' before '*' token,Syntactic,expected before token
616,C++,Clang,expected ')' before 'value' token,Syntactic,expected before value token
617,Python,Python,expected ')' before '%' token,Syntactic,expected before token
618,C++,Clang,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
619,C++,Clang,expected ')' before '%' token,Syntactic,expected before token
620,C++,Clang,expected expression before 'ptr' token,Syntactic,expected expression before ptr token
621,C++,Clang,unexpected EOF while parsing 'index',Syntactic,unexpected eof while parsing index
622,C++,GCC,expected expression before '?' token,Syntactic,expected expression before token
623,Python,Python,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
624,C++,GCC,SyntaxError: invalid syntax near 'data',Syntactic,syntaxerror invalid syntax near data
625,Python,Python,unexpected EOF while parsing 'ptr',Syntactic,unexpected eof while parsing ptr
626,C,GCC,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
627,C++,GCC,expected ';' before 'data' token,Syntactic,expected before data token
628,Python,Python,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
629,C,GCC,expected ')' before 'num' token,Syntactic,expected before num token
630,Python,Python,expected expression before '#' token,Syntactic,expected expression before token
631,C,GCC,expected ')' before '!' token,Syntactic,expected before token
632,Python,Python,expected ';' before 'obj' token,Syntactic,expected before obj token
633,C++,GCC,expected expression before 'index' token,Syntactic,expected expression before index token
634,C,GCC,expected ')' before 'ptr' token,Syntactic,expected before ptr token
635,C++,Clang,expected ')' before '$' token,Syntactic,expected before token
636,C++,GCC,expected expression before '!' token,Syntactic,expected expression before token
637,Python,Python,expected expression before '?' token,Syntactic,expected expression before token
638,Python,Python,expected ';' before 'index' token,Syntactic,expected before index token
639,C,GCC,expected ')' before 'var' token,Syntactic,expected before var token
640,C,GCC,expected expression before '*' token,Syntactic,expected expression before token
641,C++,Clang,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
642,C++,Clang,SyntaxError: invalid syntax near '#',Syntactic,syntaxerror invalid syntax near
643,C,Clang,expected ';' before '!' token,Syntactic,expected before token
644,Python,Python,expected ')' before 'index' token,Syntactic,expected before index token
645,C++,Clang,expected ';' before 'temp' token,Syntactic,expected before temp token
646,C++,GCC,unexpected EOF while parsing '&',Syntactic,unexpected eof while parsing
647,Python,Python,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
648,C,Clang,expected ')' before '?' token,Syntactic,expected before token
649,C++,Clang,expected expression before 'var' token,Syntactic,expected expression before var token
650,Python,Python,expected expression before '$' token,Syntactic,expected expression before token
651,Python,Python,expected ')' before '*' token,Syntactic,expected before token
652,Python,Python,expected ')' before '!' token,Syntactic,expected before token
653,C,GCC,unexpected EOF while parsing 'num',Syntactic,unexpected eof while parsing num
654,C,GCC,SyntaxError: invalid syntax near 'ptr',Syntactic,syntaxerror invalid syntax near ptr
655,C,Clang,expected expression before 'index' token,Syntactic,expected expression before index token
656,Python,Python,expected ';' before 'temp' token,Syntactic,expected before temp token
657,C,Clang,SyntaxError: invalid syntax near 'var',Syntactic,syntaxerror invalid syntax near var
658,C,Clang,expected expression before '$' token,Syntactic,expected expression before token
659,C,Clang,expected ')' before '&' token,Syntactic,expected before token
660,C,Clang,expected ')' before 'var' token,Syntactic,expected before var token
661,C++,Clang,unexpected EOF while parsing '@',Syntactic,unexpected eof while parsing
662,C,Clang,expected expression before '!' token,Syntactic,expected expression before token
663,C++,GCC,expected ';' before 'value' token,Syntactic,expected before value token
664,Python,Python,expected ';' before 'num' token,Syntactic,expected before num token
665,Python,Python,expected ')' before 'temp' token,Syntactic,expected before temp token
666,Python,Python,expected ')' before '#' token,Syntactic,expected before token
667,C,Clang,SyntaxError: invalid syntax near 'temp',Syntactic,syntaxerror invalid syntax near temp
668,C,Clang,unexpected EOF while parsing '&',Syntactic,unexpected eof while parsing
669,C++,GCC,expected ';' before 'temp' token,Syntactic,expected before temp token
670,C++,Clang,expected ')' before 'ptr' token,Syntactic,expected before ptr token
671,Python,Python,expected expression before 'obj' token,Syntactic,expected expression before obj token
672,C++,Clang,expected expression before '%' token,Syntactic,expected expression before token
673,Python,Python,unexpected EOF while parsing '#',Syntactic,unexpected eof while parsing
674,Python,Python,SyntaxError: invalid syntax near 'num',Syntactic,syntaxerror invalid syntax near num
675,C,GCC,expected ')' before 'ptr' token,Syntactic,expected before ptr token
676,C++,Clang,SyntaxError: invalid syntax near 'obj',Syntactic,syntaxerror invalid syntax near obj
677,C++,GCC,expected ')' before '@' token,Syntactic,expected before token
678,C,GCC,expected ';' before 'var' token,Syntactic,expected before var token
679,C++,GCC,unexpected EOF while parsing '*',Syntactic,unexpected eof while parsing
680,C,Clang,SyntaxError: invalid syntax near 'num',Syntactic,syntaxerror invalid syntax near num
681,C++,Clang,unexpected EOF while parsing '$',Syntactic,unexpected eof while parsing
682,C++,Clang,expected ')' before 'num' token,Syntactic,expected before num token
683,Python,Python,SyntaxError: invalid syntax near '!',Syntactic,syntaxerror invalid syntax near
684,C++,Clang,expected ';' before 'value' token,Syntactic,expected before value token
685,C++,Clang,SyntaxError: invalid syntax near 'data',Syntactic,syntaxerror invalid syntax near data
686,Python,Python,expected expression before '*' token,Syntactic,expected expression before token
687,C++,Clang,expected ')' before 'temp' token,Syntactic,expected before temp token
688,Python,Python,expected ';' before 'obj' token,Syntactic,expected before obj token
689,C,GCC,expected expression before '@' token,Syntactic,expected expression before token
690,C++,GCC,expected ';' before 'ptr' token,Syntactic,expected before ptr token
691,Python,Python,unexpected EOF while parsing 'obj',Syntactic,unexpected eof while parsing obj
692,C,GCC,unexpected EOF while parsing 'value',Syntactic,unexpected eof while parsing value
693,C,GCC,SyntaxError: invalid syntax near '!',Syntactic,syntaxerror invalid syntax near
694,C++,GCC,expected expression before 'temp' token,Syntactic,expected expression before temp token
695,C++,Clang,expected ';' before 'value' token,Syntactic,expected before value token
696,Python,Python,expected ';' before '?' token,Syntactic,expected before token
697,C,GCC,expected ';' before '#' token,Syntactic,expected before token
698,C,Clang,SyntaxError: invalid syntax near 'ptr',Syntactic,syntaxerror invalid syntax near ptr
699,C++,Clang,expected ';' before 'index' token,Syntactic,expected before index token
700,Python,Python,unexpected EOF while parsing '#',Syntactic,unexpected eof while parsing
701,C,Clang,expected expression before '@' token,Syntactic,expected expression before token
702,C++,Clang,expected ';' before '!' token,Syntactic,expected before token
703,C++,GCC,expected expression before '^' token,Syntactic,expected expression before token
704,C++,Clang,unexpected EOF while parsing '%',Syntactic,unexpected eof while parsing
705,Python,Python,expected ';' before '&' token,Syntactic,expected before token
706,Python,Python,SyntaxError: invalid syntax near '!',Syntactic,syntaxerror invalid syntax near
707,C,Clang,unexpected EOF while parsing '^',Syntactic,unexpected eof while parsing
708,C++,Clang,expected ';' before 'index' token,Syntactic,expected before index token
709,Python,Python,expected ';' before '#' token,Syntactic,expected before token
710,Python,Python,SyntaxError: invalid syntax near '&',Syntactic,syntaxerror invalid syntax near
711,C,GCC,expected ';' before 'ptr' token,Syntactic,expected before ptr token
712,C++,Clang,expected expression before '%' token,Syntactic,expected expression before token
713,Python,Python,unexpected EOF while parsing '#',Syntactic,unexpected eof while parsing
714,Python,Python,expected expression before '*' token,Syntactic,expected expression before token
715,C,GCC,expected ';' before '*' token,Syntactic,expected before token
716,Python,Python,SyntaxError: invalid syntax near '*',Syntactic,syntaxerror invalid syntax near
717,Python,Python,SyntaxError: invalid syntax near 'var',Syntactic,syntaxerror invalid syntax near var
718,Python,Python,expected expression before 'var' token,Syntactic,expected expression before var token
719,C,GCC,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
720,C++,GCC,expected ')' before 'var' token,Syntactic,expected before var token
721,Python,Python,expected ')' before 'num' token,Syntactic,expected before num token
722,Python,Python,expected expression before 'var' token,Syntactic,expected expression before var token
723,C,Clang,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
724,C++,GCC,expected expression before '&' token,Syntactic,expected expression before token
725,C,Clang,expected ';' before 'temp' token,Syntactic,expected before temp token
726,Python,Python,expected ';' before '%' token,Syntactic,expected before token
727,Python,Python,expected ')' before 'obj' token,Syntactic,expected before obj token
728,C,Clang,unexpected EOF while parsing '^',Syntactic,unexpected eof while parsing
729,C,Clang,expected ')' before '?' token,Syntactic,expected before token
730,C++,Clang,SyntaxError: invalid syntax near 'value',Syntactic,syntaxerror invalid syntax near value
731,C,Clang,expected ')' before '$' token,Syntactic,expected before token
732,C,GCC,unexpected EOF while parsing '#',Syntactic,unexpected eof while parsing
733,Python,Python,expected ')' before '&' token,Syntactic,expected before token
734,Python,Python,expected expression before 'obj' token,Syntactic,expected expression before obj token
735,C,Clang,expected ')' before '!' token,Syntactic,expected before token
736,Python,Python,expected ';' before '^' token,Syntactic,expected before token
737,C,GCC,expected expression before 'ptr' token,Syntactic,expected expression before ptr token
738,C,Clang,expected ')' before 'var' token,Syntactic,expected before var token
739,Python,Python,expected ')' before 'var' token,Syntactic,expected before var token
740,C,Clang,unexpected EOF while parsing '^',Syntactic,unexpected eof while parsing
741,Python,Python,expected ';' before '#' token,Syntactic,expected before token
742,Python,Python,expected ')' before '*' token,Syntactic,expected before token
743,C,Clang,SyntaxError: invalid syntax near 'num',Syntactic,syntaxerror invalid syntax near num
744,C++,Clang,unexpected EOF while parsing 'index',Syntactic,unexpected eof while parsing index
745,Python,Python,expected ')' before 'data' token,Syntactic,expected before data token
746,Python,Python,expected ')' before 'obj' token,Syntactic,expected before obj token
747,Python,Python,expected ')' before '%' token,Syntactic,expected before token
748,C++,GCC,expected ';' before '*' token,Syntactic,expected before token
749,Python,Python,SyntaxError: invalid syntax near 'obj',Syntactic,syntaxerror invalid syntax near obj
750,C++,Clang,expected ')' before '#' token,Syntactic,expected before token
751,C++,GCC,expected ')' before 'data' token,Syntactic,expected before data token
752,C++,GCC,expected expression before '@' token,Syntactic,expected expression before token
753,C,Clang,SyntaxError: invalid syntax near 'temp',Syntactic,syntaxerror invalid syntax near temp
754,C,GCC,SyntaxError: invalid syntax near 'value',Syntactic,syntaxerror invalid syntax near value
755,C,Clang,expected ')' before 'obj' token,Syntactic,expected before obj token
756,C,Clang,expected ')' before '@' token,Syntactic,expected before token
757,C++,GCC,expected expression before 'index' token,Syntactic,expected expression before index token
758,C,GCC,expected expression before '@' token,Syntactic,expected expression before token
759,C++,GCC,expected expression before 'data' token,Syntactic,expected expression before data token
760,C++,Clang,expected expression before '*' token,Syntactic,expected expression before token
761,C,Clang,SyntaxError: invalid syntax near 'value',Syntactic,syntaxerror invalid syntax near value
762,C++,Clang,SyntaxError: invalid syntax near '@',Syntactic,syntaxerror invalid syntax near
763,C++,GCC,unexpected EOF while parsing '$',Syntactic,unexpected eof while parsing
764,C,GCC,expected ';' before '!' token,Syntactic,expected before token
765,C++,Clang,unexpected EOF while parsing 'temp',Syntactic,unexpected eof while parsing temp
766,C++,Clang,expected ')' before 'obj' token,Syntactic,expected before obj token
767,Python,Python,expected expression before 'num' token,Syntactic,expected expression before num token
768,Python,Python,expected expression before '*' token,Syntactic,expected expression before token
769,C++,Clang,unexpected EOF while parsing 'index',Syntactic,unexpected eof while parsing index
770,Python,Python,expected expression before '@' token,Syntactic,expected expression before token
771,Python,Python,SyntaxError: invalid syntax near 'num',Syntactic,syntaxerror invalid syntax near num
772,Python,Python,expected expression before '&' token,Syntactic,expected expression before token
773,C,Clang,unexpected EOF while parsing '&',Syntactic,unexpected eof while parsing
774,C++,Clang,expected ';' before '&' token,Syntactic,expected before token
775,Python,Python,SyntaxError: invalid syntax near 'obj',Syntactic,syntaxerror invalid syntax near obj
776,C++,GCC,expected ')' before 'ptr' token,Syntactic,expected before ptr token
777,C++,Clang,SyntaxError: invalid syntax near '*',Syntactic,syntaxerror invalid syntax near
778,Python,Python,expected expression before 'num' token,Syntactic,expected expression before num token
779,Python,Python,expected ';' before 'var' token,Syntactic,expected before var token
780,C++,GCC,expected ';' before 'data' token,Syntactic,expected before data token
781,C,GCC,unexpected EOF while parsing 'var',Syntactic,unexpected eof while parsing var
782,C,GCC,expected ';' before 'var' token,Syntactic,expected before var token
783,C,GCC,SyntaxError: invalid syntax near '%',Syntactic,syntaxerror invalid syntax near
784,C,Clang,expected ')' before 'obj' token,Syntactic,expected before obj token
785,Python,Python,SyntaxError: invalid syntax near 'data',Syntactic,syntaxerror invalid syntax near data
786,C++,Clang,expected expression before '#' token,Syntactic,expected expression before token
787,C,GCC,unexpected EOF while parsing 'value',Syntactic,unexpected eof while parsing value
788,C++,Clang,expected ')' before 'data' token,Syntactic,expected before data token
789,C,Clang,expected ';' before '?' token,Syntactic,expected before token
790,Python,Python,expected ')' before 'temp' token,Syntactic,expected before temp token
791,C,GCC,expected ';' before 'obj' token,Syntactic,expected before obj token
792,C++,Clang,SyntaxError: invalid syntax near '*',Syntactic,syntaxerror invalid syntax near
793,C,GCC,expected expression before 'value' token,Syntactic,expected expression before value token
794,C++,GCC,unexpected EOF while parsing 'temp',Syntactic,unexpected eof while parsing temp
795,C,GCC,SyntaxError: invalid syntax near '$',Syntactic,syntaxerror invalid syntax near
796,Python,Python,expected expression before 'data' token,Syntactic,expected expression before data token
797,C++,GCC,expected ';' before '^' token,Syntactic,expected before token
798,C,Clang,unexpected EOF while parsing 'value',Syntactic,unexpected eof while parsing value
799,Python,Python,unexpected EOF while parsing '?',Syntactic,unexpected eof while parsing
800,C++,GCC,expected ')' before '%' token,Syntactic,expected before token
801,C++,Clang,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
802,Python,Python,TypeError: unsupported operand types for 'var',Semantic,typeerror unsupported operand types for var
803,C++,GCC,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
804,Python,Python,use of undeclared identifier '%',Semantic,use of undeclared identifier
805,C++,GCC,variable '&' is uninitialized when used here,Semantic,variable is uninitialized when used here
806,C,Clang,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
807,C,Clang,IndexError: '#' index out of range,Semantic,indexerror index out of range
808,C,GCC,IndexError: 'obj' index out of range,Semantic,indexerror obj index out of range
809,Python,Python,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
810,C++,Clang,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
811,Python,Python,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
812,Python,Python,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
813,Python,Python,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
